"","nfi_plot","meas_date","NFI_species","utm_n","utm_e","biomass_composition"
"345",1279966,"2018-JUL-06","PICE MAR ",6120000,620000,944.0373
"346",1279966,"2018-JUL-06","PINU CON ",6120000,620000,6527.67255
"347",1279966,"2018-JUL-06","POPU TRE ",6120000,620000,92.1012
"348",1286741,"2003-JUL-22","POPU BAL ",6110000,580000,472.11297
"349",1286741,"2003-JUL-22","THUJ PLI ",6110000,580000,956.98575
"350",1286741,"2003-JUL-22","TSUG HET ",6110000,580000,6009.87051
"351",1286741,"2017-JUL-20","PINU CON ",6110000,580000,565.21205
"352",1286741,"2017-JUL-20","THUJ PLI ",6110000,580000,1541.79145
"353",1286771,"2001-JUN-21","PICE ENG GLA",6110000,320000,7.5193
"354",1286771,"2014-JUL-22","PICE ENG GLA",6110000,320000,38.8321
"355",1286856,"2003-JUN-29","PICE MAR ",6100000,660000,48.891
"356",1286856,"2019-SEP-06","PICE MAR ",6100000,660000,7.5054
"357",1293686,"2002-AUG-20","ABIE LAS ",6080000,460000,2279.5213
"358",1293686,"2002-AUG-20","PICE ENG ",6080000,460000,429.93503
"359",1293686,"2002-AUG-20","PINU CON LAT",6080000,460000,176.01367
"360",1293686,"2018-JUL-24","ABIE LAS ",6080000,460000,3338.07159
"361",1293686,"2018-JUL-24","PICE ENG ",6080000,460000,818.11191
"362",1293686,"2018-JUL-24","PINU CON LAT",6080000,460000,223.12143
